course_id,neg_count,pos_count,num_chapters,n_videos,n_exercises,n_problems,n_users_content_interaction,assignment_coverage,video_coverage,discussion_coverage,problems_attempted,attempts_total,correct_total,correct_rate_course,comments_total,commenters_total,views_total,viewers_total,unique_videos_viewed,enrollment_count,num_inactive_users,inactive_rate,avg_video_duration_sec,avg_exercise_correct_rate_course,avg_exercise_attempt_rate_course,avg_video_access_rate_course,qs_rank,progress_ratio,CQS_num
C_747261,0,0,11,36,38,193,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,1532.225,0.0,0.0,0.0,,0.0,0
C_788527,0,0,9,44,36,190,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,355.33745454545453,0.0,0.0,0.0,,0.0,0
C_682458,8,23,18,64,9,154,93.0,0.0,0,1.0,0,0,0,0.0,251.0,93.0,0.0,0.0,0,22077,21984.0,0.995787471123794,696.716765625,0.0,0.0,0.0,20.0,0.0,1
C_1910420,0,0,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_1687739,0,0,7,80,7,166,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,396.0,0.0,0
C_681870,0,0,10,16,15,30,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,440.6745625,0.0,0.0,0.0,396.0,0.0,0
C_680724,0,6,6,30,6,147,9.0,0.0,0,1.0,0,0,0,0.0,14.0,9.0,0.0,0.0,0,2241,2232.0,0.9959839357429718,,0.0,0.0,0.0,336.0,0.0,1
C_890125,0,0,8,23,23,23,45.0,0.0,1,1.0,23,248,201,0.0,21.0,12.0,49.0,29.0,5,3782,3737.0,0.9881015335801164,,0.6,0.0869565217391304,0.0734632683658171,,0.0,1
C_681066,0,0,6,43,25,114,0.0,0.0,0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0,739,739.0,1.0,233.36784210526312,0.0,0.0,0.0,82.0,0.0,0
C_697241,0,0,20,20,20,88,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,590,590.0,1.0,,0.0,0.0,0.0,,0.0,0
C_677009,1,23,8,27,20,69,8.0,0.0,1,1.0,9,9,5,0.0,30.0,7.0,4.0,2.0,4,3650,3642.0,0.9978082191780822,,0.0,0.0,0.074074074074074,385.0,0.0,0
C_682487,0,0,9,46,23,222,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,2208,2207.0,0.9995471014492754,,0.0,0.0,0.0,,0.0,0
C_681041,0,0,12,49,10,120,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,70,70.0,1.0,917.7769787234042,0.0,0.0,0.0,,0.0,0
C_1824926,0,0,4,40,27,185,19.0,0.0,1,1.0,185,638,516,0.0,9.0,4.0,92.0,12.0,18,225,206.0,0.9155555555555556,,0.7984555984555984,1.0,0.1916666666666666,,0.0,1
C_680989,0,0,12,47,12,102,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1738,1738.0,1.0,,0.0,0.0,0.0,192.0,0.0,0
C_2342501,0,0,7,69,27,265,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_682496,0,1,7,29,6,110,4.0,0.0,1,1.0,0,0,0,0.0,2.0,2.0,3.0,2.0,2,1657,1653.0,0.9975859987929994,,0.0,0.0,0.0517241379310344,,0.0,1
C_682309,0,0,7,32,18,85,6.0,0.0,1,1.0,78,78,63,0.0,6.0,5.0,15.0,1.0,11,2116,2110.0,0.997164461247637,1065.5591935483872,0.0,0.0,0.34375,20.0,0.0,2
C_682450,0,0,8,31,30,31,2.0,0.0,0,1.0,0,0,0,0.0,4.0,2.0,0.0,0.0,0,3966,3964.0,0.9994957135653052,,0.0,0.0,0.0,,0.0,1
C_682573,0,0,9,42,8,38,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_707068,2,3,6,30,0,0,5.0,0.0,0,1.0,0,0,0,0.0,10.0,5.0,0.0,0.0,0,1615,1610.0,0.9969040247678018,,0.0,0.0,0.0,580.0,0.0,0
C_696987,0,1,8,39,8,80,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,1897,1895.0,0.9989457037427516,,0.0,0.0,0.0,,0.0,1
C_681377,0,1,10,33,12,199,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,955,954.0,0.998952879581152,,0.0,0.0,0.0,,0.0,1
C_1731888,0,1,6,71,6,6,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,703,702.0,0.9985775248933144,,0.0,0.0,0.0,,0.0,1
C_1687717,0,0,7,59,39,189,1.0,0.0,1,0.0,17,17,12,0.0,0.0,0.0,26.0,1.0,26,3246,3245.0,0.9996919285274184,,0.0,0.0,0.4406779661016949,489.0,0.0,2
C_735164,3,87,8,61,44,164,1216.0,0.0,1,1.0,156,6142,5361,0.0,727.0,174.0,9837.0,951.0,33,9269,8053.0,0.8688100118675154,483.2637966101695,0.8851519275591193,0.850564468211527,0.0715726327765423,,0.0,2
C_680993,1,1,7,80,4,60,4.0,0.0,0,1.0,0,0,0,0.0,6.0,4.0,0.0,0.0,0,10007,10003.0,0.9996002798041372,596.5601282051282,0.0,0.0,0.0,,0.0,1
C_735156,0,2,7,21,0,0,2.0,0.0,0,1.0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,302,300.0,0.9933774834437086,,0.0,0.0,0.0,,0.0,0
C_927980,1,11,7,43,7,156,43.0,0.0,0,1.0,0,0,0,0.0,385.0,43.0,0.0,0.0,0,5117,5074.0,0.9915966386554622,,0.0,0.0,0.0,,0.0,1
C_681028,0,2,8,49,7,16,3.0,0.0,0,1.0,16,26,15,0.0,4.0,3.0,0.0,0.0,0,618,615.0,0.9951456310679612,,0.0,0.0,0.0,,0.0,1
C_682728,1,6,5,53,11,51,13.0,0.0,0,1.0,4,4,3,0.0,28.0,13.0,0.0,0.0,0,2807,2794.0,0.9953687210545066,,0.0,0.0,0.0,,0.0,0
C_1916220,0,0,1,1,0,0,3.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,3.0,3.0,1,77,74.0,0.961038961038961,,0.0,0.0,1.0,,0.0,0
C_681414,0,2,11,49,48,190,21.0,0.0,0,1.0,0,0,0,0.0,83.0,21.0,0.0,0.0,0,2248,2227.0,0.990658362989324,,0.0,0.0,0.0,,0.0,1
C_1755943,0,0,7,21,5,27,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_1761380,0,0,10,47,10,123,6.0,0.0,1,0.0,33,39,15,0.0,0.0,0.0,37.0,6.0,29,208,202.0,0.971153846153846,605.1427659574468,0.0,0.0,0.1170212765957446,20.0,0.0,1
C_735237,0,0,3,10,3,30,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,,0.0,0.0,0.0,,0.0,0
C_749652,0,5,12,54,10,151,16.0,0.0,0,1.0,0,0,0,0.0,100.0,16.0,0.0,0.0,0,1667,1651.0,0.9904019196160768,,0.0,0.0,0.0,,0.0,1
C_734032,0,0,4,34,7,61,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,14,14.0,1.0,544.30072,0.0,0.0,0.0,20.0,0.0,0
C_2328469,0,0,8,58,8,156,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,18,18.0,1.0,,0.0,0.0,0.0,396.0,0.0,0
C_1703785,0,0,1,10,0,0,3.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,16.0,3.0,9,43,40.0,0.9302325581395348,,0.0,0.0,0.5333333333333333,,0.0,0
C_2197691,0,0,5,12,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11,11.0,1.0,,0.0,0.0,0.0,,0.0,0
C_1833473,0,0,11,61,41,103,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,702.6368214285714,0.0,0.0,0.0,,0.0,0
C_2141873,0,0,4,59,4,19,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10,10.0,1.0,,0.0,0.0,0.0,,0.0,0
C_890264,0,0,12,128,24,200,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,452.90032258064514,0.0,0.0,0.0,20.0,0.0,0
C_948124,0,0,6,43,6,120,6.0,0.0,0,1.0,0,0,0,0.0,11.0,6.0,0.0,0.0,0,1098,1092.0,0.994535519125683,,0.0,0.0,0.0,,0.0,1
C_919146,1,23,5,45,5,100,35.0,0.0,0,1.0,0,0,0,0.0,83.0,35.0,0.0,0.0,0,2528,2493.0,0.9861550632911392,251.7419230769231,0.0,0.0,0.0,,0.0,1
C_2337866,0,0,12,54,22,187,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,8.0,1.0,,0.0,0.0,0.0,205.0,0.0,0
C_1755931,0,0,7,23,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_947257,3,10,8,34,8,151,31.0,0.0,0,1.0,0,0,0,0.0,94.0,31.0,0.0,0.0,0,15875,15844.0,0.9980472440944882,,0.0,0.0,0.0,,0.0,1
C_2316363,0,0,6,65,7,60,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,35,34.0,0.9714285714285714,,0.0,0.0,0.0,377.0,0.0,1
C_697091,8,18,20,73,15,75,182.0,0.0,0,1.0,0,0,0,0.0,405.0,182.0,0.0,0.0,0,25264,25082.0,0.9927960734642178,853.5716986301369,0.0,0.0,0.0,20.0,0.0,1
C_676687,2,21,8,81,2,2,25.0,0.0,0,1.0,0,0,0,0.0,75.0,25.0,0.0,0.0,0,4416,4391.0,0.994338768115942,517.2713513513514,0.0,0.0,0.0,,0.0,1
C_905199,0,0,9,31,32,247,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,5007,5007.0,1.0,1363.1970322580646,0.0,0.0,0.0,901.0,0.0,0
C_685676,0,1,7,46,8,149,3.0,0.0,0,1.0,0,0,0,0.0,8.0,3.0,0.0,0.0,0,862,859.0,0.9965197215777262,689.2362954545455,0.0,0.0,0.0,,0.0,1
C_682018,0,0,7,41,17,250,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,270.76737142857144,0.0,0.0,0.0,205.0,0.0,0
C_2328476,0,0,5,43,43,288,0.0,0.0,0,0.0,14,27,9,0.0,0.0,0.0,0.0,0.0,0,75,75.0,1.0,,0.0,0.0,0.0,901.0,0.0,2
C_735069,0,1,11,103,11,294,1.0,0.0,0,1.0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,480,479.0,0.9979166666666668,541.62108,0.0,0.0,0.0,336.0,0.0,1
C_681708,0,0,6,29,23,86,1.0,0.0,0,1.0,3,3,2,0.0,3.0,1.0,0.0,0.0,0,761,760.0,0.9986859395532196,,0.0,0.0,0.0,,0.0,0
C_681745,5,12,9,35,39,217,27.0,0.0,0,1.0,213,306,243,0.0,193.0,27.0,0.0,0.0,0,4690,4663.0,0.9942430703624734,459.1932857142857,0.0,0.0,0.0,,0.0,2
C_947149,0,1,8,20,14,86,37.0,0.0,1,1.0,86,359,272,0.0,6.0,6.0,22.0,13.0,3,14716,14679.0,0.9974857298178852,,0.725574741930905,0.8055555555555556,0.0846153846153846,,0.0,1
C_2229920,0,0,6,45,6,276,85.0,0.0,1,0.0,122,721,475,0.0,0.0,0.0,155.0,84.0,18,723,638.0,0.8824343015214384,,0.5135135135135135,0.6666666666666666,0.0399470899470899,,0.0,1
C_2332782,0,0,4,32,17,26,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3,3.0,1.0,,0.0,0.0,0.0,,0.0,0
C_681154,0,0,10,48,20,89,3.0,0.0,0,1.0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,1886,1883.0,0.9984093319194062,,0.0,0.0,0.0,,0.0,1
C_1907855,0,0,5,50,56,264,16.0,0.0,1,0.0,94,109,77,0.0,0.0,0.0,57.0,16.0,9,231,215.0,0.9307359307359307,,0.0,0.0,0.0675,,0.0,0
C_697226,0,0,6,51,16,64,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,955,955.0,1.0,,0.0,0.0,0.0,,0.0,0
C_1789680,0,0,6,50,0,0,2.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,10.0,2.0,8,110,108.0,0.9818181818181818,565.9087812500001,0.0,0.0,0.1,,0.0,0
C_948282,0,0,8,31,27,88,71.0,0.0,1,1.0,88,316,158,0.0,32.0,10.0,112.0,28.0,7,8196,8125.0,0.9913372376769156,,0.6515379972967192,0.4243156199677939,0.1232718894009216,,0.0,2
C_696782,0,0,1,2,1,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,205.0,0.0,0
C_680917,0,0,15,49,15,74,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,629.9934893617021,0.0,0.0,0.0,20.0,0.0,0
C_584329,0,0,9,133,37,341,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6,6.0,1.0,945.7712255639098,0.0,0.0,0.0,20.0,0.0,0
C_1755946,0,0,12,62,12,180,18.0,0.0,1,0.0,17,17,10,0.0,0.0,0.0,49.0,18.0,7,175,157.0,0.8971428571428571,,0.0,0.0,0.039426523297491,,0.0,0
C_1784729,0,0,8,41,43,476,2.0,0.0,1,1.0,29,33,20,0.0,2.0,1.0,1.0,1.0,1,80,78.0,0.975,601.5913243243243,0.0,0.0,0.024390243902439,,0.0,0
C_697405,23,38,10,36,9,39,124.0,0.0,0,1.0,0,0,0,0.0,282.0,124.0,0.0,0.0,0,25405,25281.0,0.995119071049006,569.1696000000001,0.0,0.0,0.0,20.0,0.0,1
C_890266,0,0,1,6,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_883345,50,55,16,3,3,14,255.0,0.0,1,1.0,0,0,0,0.0,490.0,254.0,1.0,1.0,1,78374,78119.0,0.9967463699696328,250.87125651302603,0.0,0.0,0.0009940357852882,20.0,0.0,2
C_735306,1,0,15,165,17,313,284.0,0.0,1,1.0,293,562,435,0.0,73.0,10.0,736.0,274.0,11,918,634.0,0.690631808278867,,0.0,0.0,0.0158593231585932,,0.0,2
C_677218,5,12,9,155,9,173,28.0,0.0,1,1.0,0,0,0,0.0,62.0,27.0,2.0,1.0,2,19948,19920.0,0.9985963505113294,598.7868671875,0.0,0.0,0.0129032258064516,20.0,0.0,1
C_911165,3,26,10,41,10,152,80.0,0.0,0,1.0,0,0,0,0.0,230.0,80.0,0.0,0.0,0,12626,12546.0,0.9936638682084588,728.2486829268292,0.0,0.0,0.0,,0.0,1
C_681744,1,8,6,14,14,25,8.0,0.0,1,1.0,25,164,150,0.0,18.0,7.0,1.0,1.0,1,2502,2494.0,0.996802557953637,780.045642857143,0.0,0.0,0.0714285714285714,,0.0,1
C_901958,2,0,9,13,12,14,2.0,0.0,0,1.0,14,120,77,0.0,4.0,1.0,1.0,1.0,0,882,880.0,0.9977324263038548,,0.0,0.0,0.0769230769230769,,0.0,2
C_737494,0,0,14,64,66,284,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,841.683448275862,0.0,0.0,0.0,205.0,0.0,0
C_682759,4,3,8,51,4,10,17.0,0.0,0,1.0,0,0,0,0.0,25.0,17.0,0.0,0.0,0,12854,12837.0,0.998677454488875,546.4106274509804,0.0,0.0,0.0,20.0,0.0,1
C_854866,7,13,15,83,20,203,110.0,0.0,0,1.0,0,0,0,0.0,244.0,110.0,0.0,0.0,0,20573,20463.0,0.994653186214942,713.8708641975309,0.0,0.0,0.0,20.0,0.0,1
C_948289,1,2,13,76,12,180,6.0,0.0,0,1.0,0,0,0,0.0,8.0,6.0,0.0,0.0,0,11275,11269.0,0.9994678492239468,327.1248157894737,0.0,0.0,0.0,385.0,0.0,1
C_2225789,0,0,12,20,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,900,900.0,1.0,,0.0,0.0,0.0,801.0,0.0,0
C_1682805,0,0,58,67,0,0,4.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,8.0,4.0,3,21,17.0,0.8095238095238095,,0.0,0.0,0.0298507462686567,,0.0,0
C_629559,31,41,9,76,73,602,321.0,0.0,0,1.0,0,0,0,0.0,1223.0,321.0,0.0,0.0,0,67051,66730.0,0.9952125993646628,394.6217105263158,0.0,0.0,0.0,20.0,0.0,1
C_1691412,0,0,2,16,1,15,5.0,0.0,1,1.0,15,282,159,0.0,2.0,2.0,10.0,2.0,8,1930,1925.0,0.9974093264248703,,0.7333333333333333,1.0,0.3125,,0.0,2
C_681353,11,3,14,71,12,117,83.0,0.0,0,1.0,0,0,0,0.0,357.0,83.0,0.0,0.0,0,3628,3545.0,0.977122381477398,,0.0,0.0,0.0,,0.0,1
C_1912011,0,0,9,16,15,15,3.0,0.0,1,0.0,4,9,7,0.0,0.0,0.0,4.0,3.0,3,198,195.0,0.9848484848484848,566.1140625,0.0,0.0,0.0833333333333333,,0.0,0
C_676651,13,20,7,33,1,1,176.0,0.0,1,1.0,0,0,0,0.0,215.0,71.0,256.0,107.0,30,17878,17702.0,0.9901554983778946,249.8126363636364,0.0,0.0,0.071084678561314,1.0,0.0,2
C_2199449,0,0,8,41,41,363,310.0,0.0,1,0.0,351,807,592,0.0,0.0,0.0,661.0,305.0,8,1887,1577.0,0.8357180710121886,658.3684146341463,0.701002331002331,0.0414634146341463,0.0410235905637744,,0.0,2
C_1749733,0,0,14,141,69,127,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,440.11348484848486,0.0,0.0,0.0,20.0,0.0,0
C_947154,1,2,12,49,49,204,3.0,0.0,0,1.0,0,0,0,0.0,8.0,3.0,0.0,0.0,0,1372,1369.0,0.9978134110787172,,0.0,0.0,0.0,,0.0,1
C_682792,0,0,16,82,97,230,23.0,0.0,0,1.0,0,0,0,0.0,70.0,22.0,4.0,1.0,0,3889,3866.0,0.9940858832604784,557.1278170731707,0.0,0.0,0.048780487804878,362.0,0.0,1
C_735054,14,30,9,60,10,260,410.0,0.0,0,1.0,0,0,0,0.0,4870.0,410.0,0.0,0.0,0,28769,28359.0,0.9857485487851508,,0.0,0.0,0.0,431.0,0.0,1
C_682431,1,3,21,173,24,262,38.0,0.0,0,1.0,0,0,0,0.0,162.0,38.0,0.0,0.0,0,7782,7744.0,0.9951169365201749,609.0906153846154,0.0,0.0,0.0,,0.0,1
C_676670,0,0,5,49,5,26,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,547.0,0.0,0
C_1627979,1,1,8,40,0,0,93.0,0.0,1,1.0,0,0,0,0.0,10.0,9.0,310.0,87.0,33,349,256.0,0.7335243553008596,,0.0,0.0,0.0801724137931034,,0.0,0
C_629520,0,0,10,47,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,1.0,720.4202127659574,0.0,0.0,0.0,14.0,0.0,0
C_1886680,0,0,12,60,12,92,4.0,0.0,1,0.0,22,43,18,0.0,0.0,0.0,7.0,4.0,4,56,52.0,0.9285714285714286,,0.0,0.0,0.0291666666666666,1001.0,0.0,0
C_876710,0,0,8,103,103,439,1.0,0.0,0,1.0,0,0,0,0.0,3.0,1.0,0.0,0.0,0,805,804.0,0.9987577639751553,,0.0,0.0,0.0,,0.0,0
C_2242137,0,1,6,10,0,0,30.0,0.0,1,1.0,0,0,0,0.0,2.0,1.0,37.0,29.0,5,953,923.0,0.968520461699895,,0.0,0.0,0.1241379310344827,,0.0,0
C_784155,0,2,10,144,120,394,13.0,0.0,0,1.0,0,0,0,0.0,390.0,13.0,0.0,0.0,0,1787,1774.0,0.9927252378287632,,0.0,0.0,0.0,,0.0,1
C_1722714,0,0,15,124,50,166,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,627.5842947368421,0.0,0.0,0.0,205.0,0.0,0
C_2221580,0,0,8,35,8,37,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,6.0,1.0,0,13,12.0,0.9230769230769232,,0.0,0.0,0.1428571428571428,,0.0,0
C_854891,0,0,16,86,16,60,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,8.0,1.0,,0.0,0.0,0.0,524.0,0.0,0
C_696946,51,135,8,40,7,70,244.0,0.0,0,1.0,0,0,0,0.0,485.0,243.0,1.0,1.0,0,22317,22073.0,0.9890666308195546,1017.2166071428572,0.0,0.0,0.025,14.0,0.0,1
C_1829950,0,0,10,32,9,55,3.0,0.0,1,0.0,11,19,15,0.0,0.0,0.0,4.0,3.0,3,331,328.0,0.9909365558912386,,0.0,0.0,0.0416666666666666,,0.0,0
C_1686971,0,2,16,17,0,0,5.0,0.0,1,1.0,0,0,0,0.0,2.0,1.0,8.0,4.0,3,910,905.0,0.9945054945054944,,0.0,0.0,0.1176470588235294,14.0,0.0,0
C_1837426,0,1,27,27,0,0,8.0,0.0,1,1.0,0,0,0,0.0,1.0,1.0,13.0,7.0,3,51,43.0,0.8431372549019608,,0.0,0.0,0.0687830687830687,,0.0,0
C_947242,0,0,9,36,9,184,52.0,0.0,0,1.0,0,0,0,0.0,355.0,51.0,3.0,1.0,0,1643,1591.0,0.9683505782105905,452.0049230769231,0.0,0.0,0.0833333333333333,,0.0,1
C_948085,2,2,5,72,5,50,7.0,0.0,1,1.0,0,0,0,0.0,6.0,6.0,2.0,1.0,2,1434,1427.0,0.995118549511855,,0.0,0.0,0.0277777777777777,,0.0,1
C_681998,0,0,26,36,37,76,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,612.84046875,0.0,0.0,0.0,,0.0,0
C_681956,0,0,7,51,7,115,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,538.4707346938775,0.0,0.0,0.0,,0.0,0
C_2266773,0,0,18,66,17,100,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,13,13.0,1.0,,0.0,0.0,0.0,,0.0,0
C_682353,1,0,12,52,7,96,10.0,0.0,0,1.0,0,0,0,0.0,35.0,10.0,0.0,0.0,0,4307,4297.0,0.9976781982818668,752.92508,0.0,0.0,0.0,448.0,0.0,1
C_948088,1,6,4,82,9,185,26.0,0.0,0,1.0,0,0,0,0.0,282.0,26.0,0.0,0.0,0,7637,7611.0,0.9965955218017546,,0.0,0.0,0.0,,0.0,0
C_1906555,1,0,17,24,16,93,60.0,0.0,1,1.0,93,486,332,0.0,6.0,4.0,99.0,57.0,10,12240,12180.0,0.9950980392156864,595.8652272727272,0.8460573476702509,0.7083333333333334,0.0694444444444444,,0.0,2
C_947726,0,0,6,22,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_947262,1,25,9,42,0,0,122.0,0.0,0,1.0,0,0,0,0.0,609.0,122.0,0.0,0.0,0,15579,15457.0,0.9921689453751844,587.0201666666667,0.0,0.0,0.0,580.0,0.0,0
C_1025079,3,3,8,34,5,25,14.0,0.0,0,1.0,20,38,18,0.0,23.0,11.0,1.0,1.0,0,1159,1145.0,0.987920621225194,696.7033928571428,0.9,0.6,0.0294117647058823,,0.0,2
C_947809,0,0,5,33,5,64,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,1.0,,0.0,0.0,0.0,,0.0,0
C_735305,0,1,11,47,11,100,1.0,0.0,0,1.0,0,0,0,0.0,2.0,1.0,0.0,0.0,0,180,179.0,0.9944444444444444,360.05600000000004,0.0,0.0,0.0,,0.0,0
C_682633,0,0,10,68,12,105,3.0,0.0,1,1.0,102,316,266,0.0,3.0,2.0,1.0,1.0,1,1171,1168.0,0.9974380871050385,487.1764,0.0,0.0,0.0147058823529411,511.0,0.0,2
C_2171820,0,0,10,54,10,110,5.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,5.0,5.0,2,984,979.0,0.9949186991869918,,0.0,0.0,0.0185185185185185,621.0,0.0,0
