course_id,CQV,pct,grade8,CQS
C_1552662,0.3849074117974151,0.8997619677334039,A1,Excellent
C_1557390,0.0913507704850954,0.42158159217138325,C1,Needs Improvement
C_1627979,0.054963590509959116,0.38799259455170587,C1,Needs Improvement
C_1628052,0.2835752834118131,0.810367627611743,A2,Acceptable
C_1628160,0.049653999267608225,0.38270298862734725,C1,Needs Improvement
C_1641647,0.22459687903645884,0.5846336947897381,B2,Acceptable
C_1641662,0.2800304110784613,0.8064004231684739,A2,Acceptable
C_1641666,0.09300738025094749,0.4236974345411267,C1,Needs Improvement
C_1645365,0.5189637016930435,0.9828087807458344,A1,Excellent
C_1646044,0.43390905732369334,0.9404919333509654,A1,Excellent
C_1647264,0.3565986450305006,0.8801904258132769,A1,Excellent
C_1678971,0.07332780761070962,0.40756413647183287,C1,Needs Improvement
C_1679989,0.7478810431378644,0.9984131182226924,A1,Excellent
C_1682756,0.3426609654824603,0.8690822533721237,A2,Acceptable
C_1682805,0.006929720493908349,0.33350965353081197,C2,Needs Improvement
C_1682833,0.0,0.16649034646918803,D1,Needs Improvement
C_1683594,0.0,0.16649034646918803,D1,Needs Improvement
C_1683791,0.0,0.16649034646918803,D1,Needs Improvement
C_1686679,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1686971,0.017136815901430624,0.3454112668606189,C2,Needs Improvement
C_1687717,0.37734813955323165,0.8939434012166093,A1,Excellent
C_1687727,0.025805651478719147,0.3562549590055541,C2,Needs Improvement
C_1687739,0.0,0.16649034646918803,D1,Needs Improvement
C_1691144,0.0,0.16649034646918803,D1,Needs Improvement
C_1691397,0.5,0.9750066120074055,A1,Excellent
C_1691403,0.6464466094067263,0.9973551970378207,A1,Excellent
C_1691410,0.5,0.9750066120074055,A1,Excellent
C_1691412,0.5,0.9750066120074055,A1,Excellent
C_1691453,0.0,0.16649034646918803,D1,Needs Improvement
C_1692685,0.0,0.16649034646918803,D1,Needs Improvement
C_1693038,0.0,0.16649034646918803,D1,Needs Improvement
C_1693369,0.0,0.16649034646918803,D1,Needs Improvement
C_1696148,0.0,0.16649034646918803,D1,Needs Improvement
C_1696155,0.43985030203144987,0.9476329013488495,A1,Excellent
C_1696158,0.2,0.4855858238561227,C1,Needs Improvement
C_1703785,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1704740,0.0,0.16649034646918803,D1,Needs Improvement
C_1704755,0.021167804158193613,0.3509653530811955,C2,Needs Improvement
C_1704762,0.3043400682597958,0.8360222163448823,A2,Acceptable
C_1706099,0.4223115235676353,0.9352023274266067,A1,Excellent
C_1707044,0.0,0.16649034646918803,D1,Needs Improvement
C_1710945,0.0,0.16649034646918803,D1,Needs Improvement
C_1711775,0.023100467829556836,0.35361015604337476,C2,Needs Improvement
C_1711794,0.0,0.16649034646918803,D1,Needs Improvement
C_1711852,0.0,0.16649034646918803,D1,Needs Improvement
C_1711861,0.0,0.16649034646918803,D1,Needs Improvement
C_1711946,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1711990,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1712048,0.038271413427811436,0.3715948161861941,C2,Needs Improvement
C_1712062,0.0,0.16649034646918803,D1,Needs Improvement
C_1712434,0.0,0.16649034646918803,D1,Needs Improvement
C_1712435,0.2942883253123335,0.8270298862734726,A2,Acceptable
C_1714440,0.0,0.16649034646918803,D1,Needs Improvement
C_1714441,0.09763107293781748,0.42620999735519705,C1,Needs Improvement
C_1714443,0.5342341686875046,0.9854535837080137,A1,Excellent
C_1714444,0.2570982613446144,0.7773075905845015,A2,Acceptable
C_1714446,0.0,0.16649034646918803,D1,Needs Improvement
C_1714447,0.25066039422193237,0.7638190954773869,A2,Acceptable
C_1714448,0.5291721977263291,0.98466014281936,A1,Excellent
C_1714449,0.3563665365969012,0.8796614652208411,A1,Excellent
C_1718815,0.43822195068322284,0.9460460195715419,A1,Excellent
C_1719053,0.0,0.16649034646918803,D1,Needs Improvement
C_1720764,0.0,0.16649034646918803,D1,Needs Improvement
C_1721804,0.0,0.16649034646918803,D1,Needs Improvement
C_1722652,0.0,0.16649034646918803,D1,Needs Improvement
C_1722664,0.0,0.16649034646918803,D1,Needs Improvement
C_1722698,0.0,0.16649034646918803,D1,Needs Improvement
C_1722714,0.0,0.16649034646918803,D1,Needs Improvement
C_1724279,0.3489249760072587,0.8727849775191748,A2,Acceptable
C_1724282,0.3064197805025071,0.8381380587146258,A2,Acceptable
C_1724283,0.4845054514162386,0.969055805342502,A1,Excellent
C_1724285,0.23069074183792804,0.6732345940227453,B1,Acceptable
C_1724286,0.22327238678931538,0.5560698227982015,B2,Acceptable
C_1724288,0.16666666666666666,0.46879132504628407,C1,Needs Improvement
C_1724289,0.4621110276077819,0.9597989949748744,A1,Excellent
C_1724291,0.22121320264166977,0.530944194657498,B2,Acceptable
C_1725364,0.0,0.16649034646918803,D1,Needs Improvement
C_1731879,0.45252920521318396,0.9553028299391695,A1,Excellent
C_1731881,0.0625,0.3961914837344618,C1,Needs Improvement
C_1731884,0.31206964846771096,0.8444855858238561,A2,Acceptable
C_1731888,0.2339676537145735,0.7012695054218461,B1,Acceptable
C_1731918,0.5310191604627347,0.9849246231155779,A1,Excellent
C_1732839,0.5113304217145053,0.980692938376091,A1,Excellent
C_1732842,0.2212132026416698,0.5342501983602221,B2,Acceptable
C_1732845,0.31283152528297187,0.8452790267125099,A2,Acceptable
C_1734933,0.0,0.16649034646918803,D1,Needs Improvement
C_1736024,0.40612596128303524,0.9198624702459667,A1,Excellent
C_1736284,0.015301816381515433,0.34197302300978577,C2,Needs Improvement
C_1736337,0.0,0.16649034646918803,D1,Needs Improvement
C_1736345,0.043390739641105916,0.3768844221105528,C1,Needs Improvement
C_1736357,0.05119835828661215,0.38481883099709074,C1,Needs Improvement
C_1736846,0.22818193529822073,0.6498280878074584,B1,Acceptable
C_1736850,0.4423140109151096,0.9486908225337213,A1,Excellent
C_1737097,0.36672794062458736,0.8870669135149432,A1,Excellent
C_1738560,0.17573593128807147,0.47355197037820684,C1,Needs Improvement
C_1738818,0.4159358462922935,0.9291192806135943,A1,Excellent
C_1738959,0.06578423981503768,0.3988362866966411,C1,Needs Improvement
C_1738993,0.44205795031735445,0.9484263422375033,A1,Excellent
C_1741496,0.0,0.16649034646918803,D1,Needs Improvement
C_1741498,0.6016856587544068,0.9939169531869876,A1,Excellent
C_1741500,0.5005407360646855,0.9756678127479502,A1,Excellent
C_1741501,0.5044217536042253,0.9772546945252578,A1,Excellent
C_1741502,0.22730520889779074,0.6257603808516266,B1,Acceptable
C_1741505,0.5027561810731382,0.976725733932822,A1,Excellent
C_1741506,0.05857864376269049,0.3920920391430838,C1,Needs Improvement
C_1741507,0.2928932188134524,0.8201533985718064,A2,Acceptable
C_1741508,0.0,0.16649034646918803,D1,Needs Improvement
C_1741511,0.48071832487008886,0.9687913250462841,A1,Excellent
C_1741526,0.0,0.16649034646918803,D1,Needs Improvement
C_1741534,0.2384226894136091,0.7204443268976461,B1,Acceptable
C_1741536,0.2407744637929963,0.7341973023009786,B1,Acceptable
C_1741538,0.2281819352982207,0.6351494313673631,B1,Acceptable
C_1741554,0.24838514676003226,0.7611742925152076,A2,Acceptable
C_1741560,0.22039714453774734,0.5256545887331394,B2,Acceptable
C_1741561,0.22459687903645884,0.5846336947897381,B2,Acceptable
C_1741565,0.0,0.16649034646918803,D1,Needs Improvement
C_1741987,0.05271373601232079,0.3861412324781804,C1,Needs Improvement
C_1742805,0.14371179962573807,0.4562285109759323,C1,Needs Improvement
C_1748240,0.46666637507767683,0.9629727585294896,A1,Excellent
C_1749554,0.01905396501319649,0.34673366834170855,C2,Needs Improvement
C_1749733,0.0,0.16649034646918803,D1,Needs Improvement
C_1750779,0.22459687903645884,0.5846336947897381,B2,Acceptable
C_1750780,0.0901209904041392,0.41867230891298596,C1,Needs Improvement
C_1750781,0.24480962665033923,0.7483469981486379,B1,Acceptable
C_1750786,0.2804860014191394,0.8069293837609098,A2,Acceptable
C_1750788,0.14393894886781156,0.4564929912721502,C1,Needs Improvement
C_1750789,0.5060988818130151,0.9783126157101296,A1,Excellent
C_1750791,0.21906256252501255,0.5119016133298069,B2,Acceptable
C_1750793,0.6215981914475524,0.9952393546680772,A1,Excellent
C_1750795,0.2833544692461797,0.810103147315525,A2,Acceptable
C_1750814,0.0,0.16649034646918803,D1,Needs Improvement
C_1750819,0.2711310131443374,0.794763290134885,A2,Acceptable
C_1750851,0.44429355395810394,0.9502777043110289,A1,Excellent
C_1751256,0.01339745962155614,0.3384025390108437,C2,Needs Improvement
C_1753434,0.3725156702802203,0.89129859825443,A1,Excellent
C_1753494,0.0,0.16649034646918803,D1,Needs Improvement
C_1755846,0.4973945426083173,0.9738164506744248,A1,Excellent
C_1755887,0.02679491924311228,0.35823856122718856,C2,Needs Improvement
C_1755888,0.6514543691033485,0.9978841576302565,A1,Excellent
C_1755889,0.3563215567236216,0.8793969849246231,A1,Excellent
C_1755891,0.4140025688430625,0.9275323988362867,A1,Excellent
C_1755893,0.08985791158247143,0.41787886802433216,C1,Needs Improvement
C_1755895,0.37015223899277583,0.8894472361809045,A1,Excellent
C_1755899,0.2874443202870601,0.8130124305739223,A2,Acceptable
C_1755907,0.3417201821475168,0.8680243321872521,A2,Acceptable
C_1755909,0.4166435697887396,0.9296482412060302,A1,Excellent
C_1755912,0.3161220531618257,0.848717270563343,A2,Acceptable
C_1755913,0.05676310224767216,0.3898439566252314,C1,Needs Improvement
C_1755915,0.22780093517530367,0.6262893414440625,B1,Acceptable
C_1755916,0.0,0.16649034646918803,D1,Needs Improvement
C_1755917,0.016746824526945175,0.3438243850833113,C2,Needs Improvement
C_1755919,0.19909537464012267,0.484527902671251,C1,Needs Improvement
C_1755920,0.0,0.16649034646918803,D1,Needs Improvement
C_1755921,0.25,0.7628934144406242,A2,Acceptable
C_1755922,0.45556415265207684,0.9568897117164771,A1,Excellent
C_1755924,0.19591731947655497,0.48267654059772547,C1,Needs Improvement
C_1755925,0.3114832648561337,0.8436921449352023,A2,Acceptable
C_1755926,0.0,0.16649034646918803,D1,Needs Improvement
C_1755928,0.0,0.16649034646918803,D1,Needs Improvement
C_1755929,0.5194994167893479,0.9830732610420524,A1,Excellent
C_1755930,0.0,0.16649034646918803,D1,Needs Improvement
C_1755931,0.0,0.16649034646918803,D1,Needs Improvement
C_1755933,0.0,0.16649034646918803,D1,Needs Improvement
C_1755936,0.0,0.16649034646918803,D1,Needs Improvement
C_1755938,0.39712387888585343,0.9103411795821211,A1,Excellent
C_1755939,0.31893037923014744,0.8508331129330865,A2,Acceptable
C_1755940,0.3753864947126635,0.8928854800317376,A1,Excellent
C_1755941,0.40828524085250717,0.9211848717270563,A1,Excellent
C_1755943,0.0,0.16649034646918803,D1,Needs Improvement
C_1755944,0.4090012329688496,0.9219783126157102,A1,Excellent
C_1755945,0.0,0.16649034646918803,D1,Needs Improvement
C_1755946,0.07958702320620206,0.41073790002644806,C1,Needs Improvement
C_1755948,0.2788234021049708,0.8040201005025126,A2,Acceptable
C_1755950,0.2663798341722818,0.7884157630256546,A2,Acceptable
C_1755951,0.031382062052489064,0.36339592700343826,C2,Needs Improvement
C_1755952,0.3984029713984239,0.9129859825443004,A1,Excellent
C_1755953,0.0,0.16649034646918803,D1,Needs Improvement
C_1755955,0.059811054358304666,0.3938111610685004,C1,Needs Improvement
C_1755958,0.4199623071346818,0.9320285638719915,A1,Excellent
C_1755959,0.3172431330940046,0.8495107114519969,A2,Acceptable
C_1755961,0.4655777193544101,0.961385876752182,A1,Excellent
C_1755962,0.2000000000000001,0.4863792647447765,C1,Needs Improvement
C_1756056,0.4379964277362993,0.9452525786828881,A1,Excellent
C_1756058,0.2533647050488273,0.7664638984395663,A2,Acceptable
C_1756060,0.34744296895147175,0.8711980957418672,A2,Acceptable
C_1756062,0.29116364726765576,0.8175085956096271,A2,Acceptable
C_1756063,0.5600328517805689,0.9888918275588469,A1,Excellent
C_1756066,0.409585660270107,0.922507273208146,A1,Excellent
C_1756067,0.08927771433995663,0.41682094683946047,C1,Needs Improvement
C_1756069,0.2589788427703773,0.7802168738428987,A2,Acceptable
C_1756070,0.22562979267653485,0.5979899497487438,B2,Acceptable
C_1756072,0.008931639747704093,0.33456757471568366,C2,Needs Improvement
C_1756073,0.17256688219951377,0.47209732874900817,C1,Needs Improvement
C_1756074,0.243583315999321,0.7376355461518117,B1,Acceptable
C_1756075,0.17590290367431893,0.47421317111875166,C1,Needs Improvement
C_1756076,0.07692307692307693,0.40915101824914046,C1,Needs Improvement
C_1756077,0.3229082948437295,0.8540068764877017,A2,Acceptable
C_1756078,0.19420305845296607,0.4813541391166358,C1,Needs Improvement
C_1756674,0.2068084725802746,0.4903464691880455,C1,Needs Improvement
C_1756753,0.38619690979896276,0.9010843692144935,A1,Excellent
C_1758019,0.3104417596560321,0.841047341973023,A2,Acceptable
C_1760247,0.0,0.16649034646918803,D1,Needs Improvement
C_1760256,0.0,0.16649034646918803,D1,Needs Improvement
C_1760264,0.0,0.16649034646918803,D1,Needs Improvement
C_1760276,0.0,0.16649034646918803,D1,Needs Improvement
C_1760282,0.0,0.16649034646918803,D1,Needs Improvement
C_1760285,0.0,0.16649034646918803,D1,Needs Improvement
C_1760295,0.25730398993263814,0.7781010314731552,A2,Acceptable
C_1760297,0.3553061439093114,0.8783390637397513,A1,Excellent
C_1760314,0.14268716431130676,0.4538481883099709,C1,Needs Improvement
C_1760320,0.0,0.16649034646918803,D1,Needs Improvement
C_1760323,0.17996711249175554,0.47606453319227715,C1,Needs Improvement
C_1760327,0.0,0.16649034646918803,D1,Needs Improvement
C_1761358,0.044983754038665856,0.3784713038878604,C1,Needs Improvement
C_1761361,0.02679491924311228,0.35823856122718856,C2,Needs Improvement
C_1761364,0.3345330575757549,0.8629992065591113,A2,Acceptable
C_1761366,0.10837383273129944,0.4326897646125364,C1,Needs Improvement
C_1761367,0.15159008727771608,0.461253636604073,C1,Needs Improvement
C_1761368,0.4151924247072337,0.9280613594287226,A1,Excellent
C_1761369,0.3050700548278284,0.8365511769373182,A2,Acceptable
C_1761370,0.16546106128233706,0.46654324252843166,C1,Needs Improvement
C_1761372,0.4874584047409528,0.9706426871198096,A1,Excellent
C_1761374,0.46902452190868255,0.9640306797143613,A1,Excellent
C_1761375,0.24388322632777887,0.7379000264480297,B1,Acceptable
C_1761377,0.17916871098341966,0.47580005289605926,C1,Needs Improvement
C_1761379,0.12610943525812912,0.4430044961650357,C1,Needs Improvement
C_1761380,0.31107504586692863,0.8421052631578947,A2,Acceptable
C_1761383,0.24690660235866607,0.7590584501454641,A2,Acceptable
C_1761385,0.22622896958061664,0.6244379793705369,B2,Acceptable
C_1761386,0.5227889475367933,0.9836022216344882,A1,Excellent
C_1761459,0.019139228030794486,0.3484527902671251,C2,Needs Improvement
C_1761460,0.04302207625770468,0.376090981221899,C1,Needs Improvement
C_1761461,0.0,0.16649034646918803,D1,Needs Improvement
C_1761462,0.14995529410247882,0.4594022745305475,C1,Needs Improvement
C_1761463,0.32210722789042506,0.8532134355990478,A2,Acceptable
C_1761467,0.016746824526945175,0.3438243850833113,C2,Needs Improvement
C_1761469,0.18934910930282298,0.47976725733932823,C1,Needs Improvement
C_1762748,0.0,0.16649034646918803,D1,Needs Improvement
C_1762972,0.05933739195967758,0.39354668077228244,C1,Needs Improvement
C_1764842,0.3821026180526467,0.8965882041787887,A1,Excellent
C_1764843,0.0,0.16649034646918803,D1,Needs Improvement
C_1764844,0.1258817896282961,0.4427400158688178,C1,Needs Improvement
C_1764846,0.1380406159143353,0.45226130653266333,C1,Needs Improvement
C_1764847,0.34883496871905745,0.8722560169267389,A2,Acceptable
C_1764848,0.14285714285714285,0.4546416291986247,C1,Needs Improvement
C_1764849,0.2025089137258264,0.4871727056334303,C1,Needs Improvement
C_1764850,0.22859101761195458,0.6598783390637397,B1,Acceptable
C_1764851,0.022329099369260235,0.3516265538217403,C2,Needs Improvement
C_1764852,0.38574016703612585,0.9002909283258397,A1,Excellent
C_1764853,0.16666666666666666,0.46879132504628407,C1,Needs Improvement
C_1764854,0.17783020273118463,0.47500661200740546,C1,Needs Improvement
C_1764855,0.06666666666666667,0.39936524728907696,C1,Needs Improvement
C_1764856,0.48625922864761423,0.9701137265273737,A1,Excellent
C_1764857,0.019139228030794486,0.3484527902671251,C2,Needs Improvement
C_1764858,0.016746824526945175,0.3438243850833113,C2,Needs Improvement
C_1764859,0.0849580398149542,0.4144406241734991,C1,Needs Improvement
C_1764860,0.24525053866550084,0.7572070880719386,A2,Acceptable
C_1764861,0.0,0.16649034646918803,D1,Needs Improvement
C_1764862,0.09090909090909091,0.42025919069029355,C1,Needs Improvement
C_1764863,0.05024784033295613,0.38323194921978315,C1,Needs Improvement
C_1764864,0.12476391450539656,0.44088865379529224,C1,Needs Improvement
C_1764865,0.46469666546807,0.9611213964559641,A1,Excellent
C_1764866,0.14700595806048591,0.45834435334567575,C1,Needs Improvement
C_1764867,0.016746824526945175,0.3438243850833113,C2,Needs Improvement
C_1764869,0.24634260794018625,0.7582650092568104,A2,Acceptable
C_1765585,0.30251075540825095,0.833377413382703,A2,Acceptable
C_1765588,0.39449782994836396,0.9087542978048135,A1,Excellent
C_1765591,0.42038443508581963,0.9330864850568633,A1,Excellent
C_1765592,0.5225088297673274,0.9833377413382703,A1,Excellent
C_1765595,0.1553243758891975,0.4623115577889447,C1,Needs Improvement
C_1765596,0.39736886969516283,0.910870140174557,A1,Excellent
C_1765598,0.09090909090909091,0.42025919069029355,C1,Needs Improvement
C_1765600,0.2338628184306203,0.6876487701666226,B1,Acceptable
C_1765602,0.011164549684630118,0.33588997619677335,C2,Needs Improvement
C_1765604,0.09090909090909091,0.42025919069029355,C1,Needs Improvement
C_1765606,0.5060437219790981,0.9780481354139117,A1,Excellent
C_1765607,0.0,0.16649034646918803,D1,Needs Improvement
C_1765637,0.0,0.16649034646918803,D1,Needs Improvement
C_1766164,0.4280417524044551,0.9370536895001322,A1,Excellent
C_1766165,0.5713340270721502,0.9912721502248083,A1,Excellent
C_1766166,0.20280762506781935,0.4877016662258662,C1,Needs Improvement
C_1766167,0.13499707554229803,0.45093890505157364,C1,Needs Improvement
C_1766168,0.16666666666666666,0.46879132504628407,C1,Needs Improvement
C_1766169,0.09141516854881404,0.42184607246760114,C1,Needs Improvement
C_1766171,0.23855235246246612,0.7320814599312351,B1,Acceptable
C_1766899,0.32911564135499477,0.8587675218196245,A2,Acceptable
C_1767126,0.05588122624388117,0.38878603544035967,C1,Needs Improvement
C_1767167,0.0,0.16649034646918803,D1,Needs Improvement
C_1767316,0.24107254173113402,0.7349907431896324,B1,Acceptable
C_1767521,0.2985472649712474,0.8307326104205237,A2,Acceptable
C_1767576,0.1,0.4283258397249405,C1,Needs Improvement
C_1767578,0.3506499611890184,0.8738428987040465,A2,Acceptable
C_1767580,0.4157477444166095,0.9288548003173763,A1,Excellent
C_1767581,0.5369424944954636,0.9859825443004496,A1,Excellent
C_1767587,0.0,0.16649034646918803,D1,Needs Improvement
C_1767588,0.17583558356013126,0.4739486908225337,C1,Needs Improvement
C_1767590,0.3385282366951239,0.8661729701137265,A2,Acceptable
C_1767591,0.2906249641972165,0.8172441153134091,A2,Acceptable
C_1767593,0.0,0.16649034646918803,D1,Needs Improvement
C_1770323,0.0,0.16649034646918803,D1,Needs Improvement
C_1770363,0.07712825618523458,0.40941549854535836,C1,Needs Improvement
C_1770893,0.0,0.16649034646918803,D1,Needs Improvement
C_1770905,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1771153,0.019210468008544583,0.3501719121925417,C2,Needs Improvement
C_1771155,0.6052471256025627,0.9944459137794235,A1,Excellent
C_1771156,0.3808343119448332,0.8957947632901349,A1,Excellent
C_1771158,0.2796980951806979,0.8056069822798202,A2,Acceptable
C_1771159,0.11612403216384122,0.43824385083311296,C1,Needs Improvement
C_1771160,0.31491566253906716,0.8473948690822534,A2,Acceptable
C_1771161,0.28564141649973396,0.8116900290928326,A2,Acceptable
C_1771163,0.0,0.16649034646918803,D1,Needs Improvement
C_1771164,0.16229224079001536,0.46522084104734196,C1,Needs Improvement
C_1771165,0.09300738025094753,0.42396191483734463,C1,Needs Improvement
C_1771166,0.0,0.16649034646918803,D1,Needs Improvement
C_1771167,0.0,0.16649034646918803,D1,Needs Improvement
C_1771168,0.2773685501666636,0.8029621793176408,A2,Acceptable
C_1771170,0.3980599163346224,0.9119280613594287,A1,Excellent
C_1771174,0.28982433109659395,0.8167151547209733,A2,Acceptable
C_1771175,0.012179508746869218,0.337080137529754,C2,Needs Improvement
C_1771176,0.5966185344046594,0.9936524728907696,A1,Excellent
C_1771177,0.16381825712265322,0.46601428193599576,C1,Needs Improvement
C_1771179,0.3218061762718314,0.852684475006612,A2,Acceptable
C_1771543,0.33447584238690037,0.8627347262628934,A2,Acceptable
C_1771634,0.09436391345524212,0.42475535572599843,C1,Needs Improvement
C_1772942,0.2646264736000967,0.7865644009521291,A2,Acceptable
C_1773201,0.0,0.16649034646918803,D1,Needs Improvement
C_1774960,0.3674229492841167,0.8881248346998148,A1,Excellent
C_1774962,0.31229734931675734,0.845014546416292,A2,Acceptable
C_1774963,0.2724574500380576,0.798201533985718,A2,Acceptable
C_1774964,0.48885463105064547,0.9717006083046813,A1,Excellent
C_1774965,0.3946021976808841,0.9090187781010315,A1,Excellent
C_1774967,0.055997762202537715,0.38931499603279557,C1,Needs Improvement
C_1774969,0.15921531932367458,0.46363395927003437,C1,Needs Improvement
C_1774971,0.40001133589121834,0.91430838402539,A1,Excellent
C_1774972,0.5675476104659652,0.9902142290399365,A1,Excellent
C_1774973,0.01488606624617349,0.34051838138058715,C2,Needs Improvement
C_1774975,0.4755526300587937,0.9669399629727585,A1,Excellent
C_1774976,0.21769670287254636,0.5048928854800318,B2,Acceptable
C_1774977,0.11546873531262529,0.437979370536895,C1,Needs Improvement
C_1774978,0.7777085510053848,1.0,A1,Excellent
C_1774980,0.21090732890362082,0.49246231155778897,C1,Needs Improvement
C_1774981,0.01488606624617349,0.34051838138058715,C2,Needs Improvement
C_1774982,0.29761472470978406,0.8299391695318699,A2,Acceptable
C_1774983,0.5026725671016288,0.9764612536366041,A1,Excellent
C_1774985,0.26356033937876366,0.7849775191748215,A2,Acceptable
C_1774986,0.5449053018283422,0.9867759851891034,A1,Excellent
C_1774987,0.4704852877900079,0.965088600899233,A1,Excellent
C_1774989,0.36733692863847506,0.8878603544035969,A1,Excellent
C_1775020,0.5639809470462211,0.9896852684475007,A1,Excellent
C_1775021,0.0,0.16649034646918803,D1,Needs Improvement
C_1775489,0.0,0.16649034646918803,D1,Needs Improvement
C_1775511,0.0,0.16649034646918803,D1,Needs Improvement
C_1776281,0.31039333097271177,0.840782861676805,A2,Acceptable
C_1776283,0.23069074183792804,0.6732345940227453,B1,Acceptable
C_1776285,0.2928932188134525,0.8233271621264215,A2,Acceptable
C_1776287,0.0,0.16649034646918803,D1,Needs Improvement
C_1776290,0.5161080790509609,0.9820153398571806,A1,Excellent
C_1776296,0.0,0.16649034646918803,D1,Needs Improvement
C_1776297,0.125,0.441814334832055,C1,Needs Improvement
C_1776301,0.0,0.16649034646918803,D1,Needs Improvement
C_1776306,0.22620065126754893,0.6014281935995768,B2,Acceptable
C_1776310,0.0309172145112834,0.36286696641100236,C2,Needs Improvement
C_1776312,0.39812423383457407,0.9121925416556467,A1,Excellent
C_1776316,0.4027775521574106,0.9169531869875694,A1,Excellent
C_1776319,0.31044405511654155,0.841311822269241,A2,Acceptable
C_1776760,0.012179508746869218,0.337080137529754,C2,Needs Improvement
C_1776761,0.4066110069575316,0.9209203914308384,A1,Excellent
C_1777000,0.5764164034024282,0.9915366305210261,A1,Excellent
C_1778271,0.0,0.16649034646918803,D1,Needs Improvement
C_1778370,0.14365480209038362,0.4558317905316054,C1,Needs Improvement
C_1778415,0.49181038136091776,0.972494049193335,A1,Excellent
C_1778439,0.0,0.16649034646918803,D1,Needs Improvement
C_1778453,0.28237782284537094,0.8082517852419995,A2,Acceptable
C_1778560,0.39144172256272947,0.9050515736577625,A1,Excellent
C_1778561,0.074294226420002,0.40782861676805077,C1,Needs Improvement
C_1778562,0.3721862921026446,0.8907696376619941,A1,Excellent
C_1778564,0.35419007956095505,0.8772811425548797,A1,Excellent
C_1778566,0.0,0.16649034646918803,D1,Needs Improvement
C_1778567,0.2963578691000636,0.8286167680507802,A2,Acceptable
C_1778570,0.08548325874445704,0.4152340650621529,C1,Needs Improvement
C_1779421,0.4065276186901367,0.9203914308384026,A1,Excellent
C_1779849,0.09433318815791347,0.4244908754297805,C1,Needs Improvement
C_1780261,0.1339745962155614,0.44763290134884953,C1,Needs Improvement
C_1780641,0.11141169347866668,0.43546680772282464,C1,Needs Improvement
